Id,Inode,Jnode,LatitudIn,LongitudIn,LatitudJn,LongitudJn
2600-5717,2600,5717,6.16634489264773,-75.599309046964,6.16450818964079,-75.5966772870096
2600-3126,2600,3126,6.16634489264773,-75.599309046964,6.16508613736166,-75.6005458656693
2600-4543,2600,4543,6.16634489264773,-75.599309046964,6.16832805573814,-75.5972857855164
2601-5480,2601,5480,6.16188354861072,-75.6037881512816,6.16309820483226,-75.6025182972153
2601-5479,2601,5479,6.16188354861072,-75.6037881512816,6.16122375539363,-75.6032055762819
2601-5716,2601,5716,6.16188354861072,-75.6037881512816,6.1627718824715,-75.6048015130866
2601-3151,2601,3151,6.16188354861072,-75.6037881512816,6.1605731085154,-75.6054709513623
2602-3667,2602,3667,6.24713605699146,-75.5718258918814,6.2464808833853,-75.5720609949085
2602-164,2602,164,6.24713605699146,-75.5718258918814,6.24624163332953,-75.5708161382279
2602-3670,2602,3670,6.24713605699146,-75.5718258918814,6.24786693026082,-75.5715490532075
2603-2608,2603,2608,6.26448220789716,-75.5675016557803,6.26307066452009,-75.5679008832063
2603-3948,2603,3948,6.26448220789716,-75.5675016557803,6.26424757126718,-75.5663789863729
2603-12013,2603,12013,6.26448220789716,-75.5675016557803,6.26436222944299,-75.5675956460168
2603-3238,2603,3238,6.26448220789716,-75.5675016557803,6.26471018804267,-75.5693466880735
2603-3943,2603,3943,6.26448220789716,-75.5675016557803,6.26675257053629,-75.5670144854927
2604-3673,2604,3673,6.24331029833427,-75.5712739815163,6.24466774487239,-75.5707421168185
2604-4155,2604,4155,6.24331029833427,-75.5712739815163,6.24194381546872,-75.5717967944044
2604-10012,2604,10012,6.24331029833427,-75.5712739815163,6.24302984952076,-75.5713007963119
2604-165,2604,165,6.24331029833427,-75.5712739815163,6.24331943239386,-75.5711926353179
2605-5621,2605,5621,6.23214684487629,-75.5723476603401,6.23471010383329,-75.5712881120849
2605-2415,2605,2415,6.23214684487629,-75.5723476603401,6.23124457543718,-75.5699719049944
2605-5803,2605,5803,6.23214684487629,-75.5723476603401,6.23119311534557,-75.572755955783
2605-3405,2605,3405,6.23214684487629,-75.5723476603401,6.23284604173602,-75.574009091738
2605-167,2605,167,6.23214684487629,-75.5723476603401,6.23191225211063,-75.5715870594093
2606-2415,2606,2415,6.23276420995611,-75.570060325228,6.23124457543718,-75.5699719049944
2606-2414,2606,2414,6.23276420995611,-75.570060325228,6.23428384435355,-75.5701162022928
2606-167,2606,167,6.23276420995611,-75.570060325228,6.23191225211063,-75.5715870594093
2607-4738,2607,4738,6.23024202467811,-75.5730756410603,6.23035793690459,-75.5745345666438
2607-167,2607,167,6.23024202467811,-75.5730756410603,6.23191225211063,-75.5715870594093
2607-2569,2607,2569,6.23024202467811,-75.5730756410603,6.23186587014237,-75.5744694818973
2607-5803,2607,5803,6.23024202467811,-75.5730756410603,6.23119311534557,-75.572755955783
2607-5805,2607,5805,6.23024202467811,-75.5730756410603,6.22904272063828,-75.5714163723093
2607-252,2607,252,6.23024202467811,-75.5730756410603,6.22732477207355,-75.57274816522
2607-4252,2607,4252,6.23024202467811,-75.5730756410603,6.23097361037908,-75.5743114331918
2608-2576,2608,2576,6.26307066452009,-75.5679008832063,6.26216493943357,-75.568320319402
2608-2610,2608,2610,6.26307066452009,-75.5679008832063,6.26341265299857,-75.5696899248349
2608-2603,2608,2603,6.26307066452009,-75.5679008832063,6.26448220789716,-75.5675016557803
2608-12013,2608,12013,6.26307066452009,-75.5679008832063,6.26436222944299,-75.5675956460168
2608-5590,2608,5590,6.26307066452009,-75.5679008832063,6.26299797333064,-75.567561867824
2609-6628,2609,6628,6.26128698920435,-75.5688421459039,6.26182496521442,-75.5711861276141
2609-168,2609,168,6.26128698920435,-75.5688421459039,6.26157602351766,-75.5709435579231
2609-12012,2609,12012,6.26128698920435,-75.5688421459039,6.26075281766112,-75.5692227796196
2609-2576,2609,2576,6.26128698920435,-75.5688421459039,6.26216493943357,-75.568320319402
2609-2611,2609,2611,6.26128698920435,-75.5688421459039,6.26023020514166,-75.5694108727805
2609-5589,2609,5589,6.26128698920435,-75.5688421459039,6.26110701300722,-75.5679214210181
2610-168,2610,168,6.26341265299857,-75.5696899248349,6.26157602351766,-75.5709435579231
2610-2608,2610,2608,6.26341265299857,-75.5696899248349,6.26307066452009,-75.5679008832063
2610-6627,2610,6627,6.26341265299857,-75.5696899248349,6.26245497379061,-75.5700080176223
2610-5061,2610,5061,6.26341265299857,-75.5696899248349,6.2639323090757,-75.5714676027691
2610-3238,2610,3238,6.26341265299857,-75.5696899248349,6.26471018804267,-75.5693466880735
2611-2609,2611,2609,6.26023020514166,-75.5694108727805,6.26128698920435,-75.5688421459039
2611-5010,2611,5010,6.26023020514166,-75.5694108727805,6.25856119690517,-75.5703178841937
2611-4139,2611,4139,6.26023020514166,-75.5694108727805,6.26012883493453,-75.5690593865892
2611-12012,2611,12012,6.26023020514166,-75.5694108727805,6.26075281766112,-75.5692227796196
2611-5009,2611,5009,6.26023020514166,-75.5694108727805,6.25862279059314,-75.5705855647612
2612-168,2612,168,6.25855341711578,-75.5703955765421,6.26157602351766,-75.5709435579231
2613-169,2613,169,6.25381085093087,-75.5727588481426,6.25257209087295,-75.5722874345874
2613-4726,2613,4726,6.25381085093087,-75.5727588481426,6.25497471418844,-75.5724511714949
2613-3361,2613,3361,6.25381085093087,-75.5727588481426,6.2523445277042,-75.573588906658
2614-169,2614,169,6.25172834440892,-75.5708988939224,6.25257209087295,-75.5722874345874
2614-4126,2614,4126,6.25172834440892,-75.5708988939224,6.25253836100047,-75.570632268703
2614-4127,2614,4127,6.25172834440892,-75.5708988939224,6.25110484815443,-75.5712561997852
2615-2616,2615,2616,6.25148697079523,-75.571942746215,6.2527641888789,-75.5711960248913
2615-169,2615,169,6.25148697079523,-75.571942746215,6.25257209087295,-75.5722874345874
2615-4127,2615,4127,6.25148697079523,-75.571942746215,6.25110484815443,-75.5712561997852
2615-5599,2615,5599,6.25148697079523,-75.571942746215,6.25035832555377,-75.5726233480449
2615-3361,2615,3361,6.25148697079523,-75.571942746215,6.2523445277042,-75.573588906658
2616-4176,2616,4176,6.2527641888789,-75.5711960248913,6.25435490665667,-75.5715571529321
2616-169,2616,169,6.2527641888789,-75.5711960248913,6.25257209087295,-75.5722874345874
2616-5018,2616,5018,6.2527641888789,-75.5711960248913,6.25345633824677,-75.5708065947872
2616-4126,2616,4126,6.2527641888789,-75.5711960248913,6.25253836100047,-75.570632268703
2616-2615,2616,2615,6.2527641888789,-75.5711960248913,6.25148697079523,-75.571942746215
2617-5600,2617,5600,6.24722452749888,-75.5740863922386,6.24848918070353,-75.5734978593394
2617-170,2617,170,6.24722452749888,-75.5740863922386,6.24849112375056,-75.573494312871
2617-3668,2617,3668,6.24722452749888,-75.5740863922386,6.24688539033219,-75.5731701370998
2617-5150,2617,5150,6.24722452749888,-75.5740863922386,6.24756927154098,-75.5750711752318
2618-5600,2618,5600,6.24948811426119,-75.5730442662906,6.24848918070353,-75.5734978593394
2618-4689,2618,4689,6.24948811426119,-75.5730442662906,6.24918249866584,-75.5722204112724
2618-170,2618,170,6.24948811426119,-75.5730442662906,6.24849112375056,-75.573494312871
2618-4731,2618,4731,6.24948811426119,-75.5730442662906,6.24980845723101,-75.5738926467191
2618-5599,2618,5599,6.24948811426119,-75.5730442662906,6.25035832555377,-75.5726233480449
2619-4155,2619,4155,6.24092013476147,-75.5721420112262,6.24194381546872,-75.5717967944044
2619-4890,2619,4890,6.24092013476147,-75.5721420112262,6.24063671857163,-75.5713738846346
2619-3395,2619,3395,6.24092013476147,-75.5721420112262,6.23909866360324,-75.5729025780405
2619-172,2619,172,6.24092013476147,-75.5721420112262,6.24057611308404,-75.5734405035995
2620-5264,2620,5264,6.24214031366556,-75.5753371776902,6.23988283269104,-75.5757462519658
2620-2644,2620,2644,6.24214031366556,-75.5753371776902,6.24241939207078,-75.5753317730664
2620-172,2620,172,6.24214031366556,-75.5753371776902,6.24057611308404,-75.5734405035995
2620-3397,2620,3397,6.24214031366556,-75.5753371776902,6.2397598633536,-75.5753921482644
2620-5265,2620,5265,6.24214031366556,-75.5753371776902,6.23983166639628,-75.575245153736
2621-2644,2621,2644,6.24243961405083,-75.5739701223813,6.24241939207078,-75.5753317730664
2621-171,2621,171,6.24243961405083,-75.5739701223813,6.24413985630749,-75.5737155666412
2621-172,2621,172,6.24243961405083,-75.5739701223813,6.24057611308404,-75.5734405035995
2621-3645,2621,3645,6.24243961405083,-75.5739701223813,6.24220981390405,-75.5724698568664
2622-2626,2622,2626,6.25568856178208,-75.5736105846306,6.25607130782319,-75.5742398318879
2622-2628,2622,2628,6.25568856178208,-75.5736105846306,6.25430605934724,-75.5748746887691
2622-12011,2622,12011,6.25568856178208,-75.5736105846306,6.25599014448462,-75.5734392037677
2622-6575,2622,6575,6.25568856178208,-75.5736105846306,6.25634564047273,-75.5730622461257
2622-4724,2622,4724,6.25568856178208,-75.5736105846306,6.25622598556785,-75.5728428350246
2622-5631,2622,5631,6.25568856178208,-75.5736105846306,6.25546657451595,-75.5732397177954
2623-5266,2623,5266,6.23901889859584,-75.5746681811486,6.23934058053873,-75.5750684460986
2623-5267,2623,5267,6.23901889859584,-75.5746681811486,6.23909549393585,-75.5752072972991
2623-172,2623,172,6.23901889859584,-75.5746681811486,6.24057611308404,-75.5734405035995
2623-6565,2623,6565,6.23901889859584,-75.5746681811486,6.2389400790079,-75.5744510141647
2624-3408,2624,3408,6.23620651791617,-75.5732650719649,6.23738087435969,-75.5727623015215
2624-2625,2624,2625,6.23620651791617,-75.5732650719649,6.23648035448059,-75.573926060929
2624-3968,2624,3968,6.23620651791617,-75.5732650719649,6.23551434329826,-75.573540016265
2624-173,2624,173,6.23620651791617,-75.5732650719649,6.23606147914707,-75.5741587519876
2625-2624,2625,2624,6.23648035448059,-75.573926060929,6.23620651791617,-75.5732650719649
2625-3409,2625,3409,6.23648035448059,-75.573926060929,6.23761052356045,-75.5734528614168
2625-6568,2625,6568,6.23648035448059,-75.573926060929,6.23669091058097,-75.574456391022
2625-173,2625,173,6.23648035448059,-75.573926060929,6.23606147914707,-75.5741587519876
2625-3665,2625,3665,6.23648035448059,-75.573926060929,6.23580389427026,-75.5741700150801
2626-2622,2626,2622,6.25607130782319,-75.5742398318879,6.25568856178208,-75.5736105846306
2626-2126,2626,2126,6.25607130782319,-75.5742398318879,6.25656661374353,-75.5751079534923
2626-174,2626,174,6.25607130782319,-75.5742398318879,6.257346754658,-75.5736757174398
2626-6574,2626,6574,6.25607130782319,-75.5742398318879,6.25674594689553,-75.5736825545035
2627-3351,2627,3351,6.25504311838658,-75.5761666055217,6.25606018791364,-75.5755636283838
2627-5108,2627,5108,6.25504311838658,-75.5761666055217,6.25442890563038,-75.5760192824421
2627-5109,2627,5109,6.25504311838658,-75.5761666055217,6.25438905711422,-75.5765419576895
2627-175,2627,175,6.25504311838658,-75.5761666055217,6.25488493963282,-75.5749205199447
2628-3360,2628,3360,6.25430605934724,-75.5748746887691,6.25334183320215,-75.5749110628009
2628-5105,2628,5105,6.25430605934724,-75.5748746887691,6.25438665009784,-75.5756250760515
2628-5120,2628,5120,6.25430605934724,-75.5748746887691,6.25353418363777,-75.5751289477858
2628-2622,2628,2622,6.25430605934724,-75.5748746887691,6.25568856178208,-75.5736105846306
2628-175,2628,175,6.25430605934724,-75.5748746887691,6.25488493963282,-75.5749205199447
2629-176,2629,176,6.25172933268454,-75.5760517794718,6.25153601209018,-75.5767338417696
2629-4728,2629,4728,6.25172933268454,-75.5760517794718,6.25125752354453,-75.5749707961372
2629-5116,2629,5116,6.25172933268454,-75.5760517794718,6.25298685094223,-75.5754477877677
2629-2630,2629,2630,6.25172933268454,-75.5760517794718,6.25042527972106,-75.5763991982321
2629-4729,2629,4729,6.25172933268454,-75.5760517794718,6.25198729505858,-75.5767689051599
2630-176,2630,176,6.25042527972106,-75.5763991982321,6.25153601209018,-75.5767338417696
2630-4699,2630,4699,6.25042527972106,-75.5763991982321,6.25067054414557,-75.5771822926777
2630-2639,2630,2639,6.25042527972106,-75.5763991982321,6.25010841114972,-75.5750454439197
2630-2629,2630,2629,6.25042527972106,-75.5763991982321,6.25172933268454,-75.5760517794718
2630-2631,2630,2631,6.25042527972106,-75.5763991982321,6.24945999108617,-75.5767807671893
2631-177,2631,177,6.24945999108617,-75.5767807671893,6.24841431697946,-75.577553030744
2631-4698,2631,4698,6.24945999108617,-75.5767807671893,6.24976307245235,-75.577533907433
2631-5113,2631,5113,6.24945999108617,-75.5767807671893,6.24829619262944,-75.5771726083218
2631-2630,2631,2630,6.24945999108617,-75.5767807671893,6.25042527972106,-75.5763991982321
2631-2641,2631,2641,6.24945999108617,-75.5767807671893,6.2489778786745,-75.5750677434279
2632-5152,2632,5152,6.24800092921441,-75.5781918066649,6.24739019574362,-75.5783944671629
2632-177,2632,177,6.24800092921441,-75.5781918066649,6.24841431697946,-75.577553030744
2632-4697,2632,4697,6.24800092921441,-75.5781918066649,6.2485811719771,-75.5779855412883
2633-178,2633,178,6.2467235899156,-75.5767918495668,6.24515751038688,-75.5778477672735
2634-178,2634,178,6.24331188431859,-75.5781078911489,6.24515751038688,-75.5778477672735
2634-2635,2634,2635,6.24331188431859,-75.5781078911489,6.24195550400685,-75.5776634668612
2634-3343,2634,3343,6.24331188431859,-75.5781078911489,6.24372778150342,-75.5782981780332
2635-2634,2635,2634,6.24195550400685,-75.5776634668612,6.24331188431859,-75.5781078911489
2635-2107,2635,2107,6.24195550400685,-75.5776634668612,6.24099034986818,-75.5773946803369
2635-2636,2635,2636,6.24195550400685,-75.5776634668612,6.24226405132918,-75.576759850994
2636-2635,2636,2635,6.24226405132918,-75.576759850994,6.24195550400685,-75.5776634668612
2636-179,2636,179,6.24226405132918,-75.576759850994,6.24189355053293,-75.5764159434722
2636-5270,2636,5270,6.24226405132918,-75.576759850994,6.24510429074583,-75.5760079152263
2637-3297,2637,3297,6.24507514952625,-75.5753211435209,6.24553117990758,-75.5752990109414
2637-5156,2637,5156,6.24507514952625,-75.5753211435209,6.24564781622345,-75.5756019839875
2637-179,2637,179,6.24507514952625,-75.5753211435209,6.24189355053293,-75.5764159434722
2637-5141,2637,5141,6.24507514952625,-75.5753211435209,6.24579577806326,-75.5754876274886
2637-5142,2637,5142,6.24507514952625,-75.5753211435209,6.24580284992722,-75.5750079341583
2637-3455,2637,3455,6.24507514952625,-75.5753211435209,6.24489794569362,-75.5753254384816
2638-2640,2638,2640,6.25783302620082,-75.5834444006084,6.25664495112961,-75.5808163015891
2638-4208,2638,4208,6.25783302620082,-75.5834444006084,6.26040976057313,-75.5850602262885
2638-5930,2638,5930,6.25783302620082,-75.5834444006084,6.25899293339613,-75.5858411516362
2638-180,2638,180,6.25783302620082,-75.5834444006084,6.2578371635993,-75.580148753885
2638-3199,2638,3199,6.25783302620082,-75.5834444006084,6.2570018207086,-75.5829772852607
2639-4728,2639,4728,6.25010841114972,-75.5750454439197,6.25125752354453,-75.5749707961372
2639-2641,2639,2641,6.25010841114972,-75.5750454439197,6.2489778786745,-75.5750677434279
2639-12010,2639,12010,6.25010841114972,-75.5750454439197,6.25066419751823,-75.5749914399658
2639-4731,2639,4731,6.25010841114972,-75.5750454439197,6.24980845723101,-75.5738926467191
2639-2630,2639,2630,6.25010841114972,-75.5750454439197,6.25042527972106,-75.5763991982321
2640-3404,2640,3404,6.25664495112961,-75.5808163015891,6.25879606486343,-75.5801046125626
2640-3356,2640,3356,6.25664495112961,-75.5808163015891,6.25608131571662,-75.5810236751917
2640-180,2640,180,6.25664495112961,-75.5808163015891,6.2578371635993,-75.580148753885
2640-5878,2640,5878,6.25664495112961,-75.5808163015891,6.25585608856936,-75.5791907185115
2640-2638,2640,2638,6.25664495112961,-75.5808163015891,6.25783302620082,-75.5834444006084
2641-2631,2641,2631,6.2489778786745,-75.5750677434279,6.24945999108617,-75.5767807671893
2641-10023,2641,10023,6.2489778786745,-75.5750677434279,6.24906823762343,-75.5751582386707
2641-2639,2641,2639,6.2489778786745,-75.5750677434279,6.25010841114972,-75.5750454439197
2641-3669,2641,3669,6.2489778786745,-75.5750677434279,6.24757465344555,-75.5751836982634
2641-4727,2641,4727,6.2489778786745,-75.5750677434279,6.24871465745005,-75.5741961585324
2641-5148,2641,5148,6.2489778786745,-75.5750677434279,6.24878769986791,-75.5752664081813
2641-5149,2641,5149,6.2489778786745,-75.5750677434279,6.2487518527841,-75.5750110772164
2642-3289,2642,3289,6.23913494034087,-75.5902479767307,6.2388993063578,-75.5903970491901
2642-2388,2642,2388,6.23913494034087,-75.5902479767307,6.23932725960396,-75.5903070697738
2642-2799,2642,2799,6.23913494034087,-75.5902479767307,6.23896124541466,-75.5899992476321
2643-5875,2643,5875,6.25501569895839,-75.5838998178298,6.25648374458057,-75.5831944790708
2643-181,2643,181,6.25501569895839,-75.5838998178298,6.25480503250705,-75.5817725648955
2643-2647,2643,2647,6.25501569895839,-75.5838998178298,6.2556064018821,-75.5851091216499
2644-12009,2644,12009,6.24241939207078,-75.5753317730664,6.24364945022522,-75.5754867879816
2644-2620,2644,2620,6.24241939207078,-75.5753317730664,6.24214031366556,-75.5753371776902
2644-2621,2644,2621,6.24241939207078,-75.5753317730664,6.24243961405083,-75.5739701223813
2644-3455,2644,3455,6.24241939207078,-75.5753317730664,6.24489794569362,-75.5753254384816
2645-3401,2645,3401,6.25467854187363,-75.5816368288801,6.25328477325593,-75.5822861484218
2645-5876,2645,5876,6.25467854187363,-75.5816368288801,6.25555194894759,-75.5812550622512
2645-181,2645,181,6.25467854187363,-75.5816368288801,6.25480503250705,-75.5817725648955
2646-4221,2646,4221,6.25336410893933,-75.5841574582084,6.25366061675941,-75.5859566919888
2646-182,2646,182,6.25336410893933,-75.5841574582084,6.25425013130539,-75.5845742693548
2646-4767,2646,4767,6.25336410893933,-75.5841574582084,6.2533669206272,-75.5828678922515
2647-2643,2647,2643,6.2556064018821,-75.5851091216499,6.25501569895839,-75.5838998178298
2647-4221,2647,4221,6.2556064018821,-75.5851091216499,6.25366061675941,-75.5859566919888
2647-182,2647,182,6.2556064018821,-75.5851091216499,6.25425013130539,-75.5845742693548
2648-2650,2648,2650,6.25061140948675,-75.5866583921988,6.25020813090963,-75.5832590296507
2648-3642,2648,3642,6.25061140948675,-75.5866583921988,6.2490644333265,-75.5867922635424
2648-4222,2648,4222,6.25061140948675,-75.5866583921988,6.25299977228955,-75.5864079417504
2648-183,2648,183,6.25061140948675,-75.5866583921988,6.25046898259459,-75.5845881499217
2649-4200,2649,4200,6.25121562708767,-75.5883133261419,6.25314291926328,-75.5878273356843
2649-3643,2649,3643,6.25121562708767,-75.5883133261419,6.24929738041302,-75.5887993237731
2649-189,2649,189,6.25121562708767,-75.5883133261419,6.25139359235538,-75.5909440706774
2649-183,2649,183,6.25121562708767,-75.5883133261419,6.25046898259459,-75.5845881499217
2650-2648,2650,2648,6.25020813090963,-75.5832590296507,6.25061140948675,-75.5866583921988
2650-3400,2650,3400,6.25020813090963,-75.5832590296507,6.25279608158504,-75.5824844814705
2650-3638,2650,3638,6.25020813090963,-75.5832590296507,6.24855071353247,-75.5832774741112
2650-183,2650,183,6.25020813090963,-75.5832590296507,6.25046898259459,-75.5845881499217
2651-184,2651,184,6.2458903497297,-75.5838821357555,6.24639731358383,-75.5855508682207
2651-3638,2651,3638,6.2458903497297,-75.5838821357555,6.24855071353247,-75.5832774741112
2651-6527,2651,6527,6.2458903497297,-75.5838821357555,6.24569063466074,-75.5839169804114
2652-184,2652,184,6.2469391276024,-75.586927084465,6.24639731358383,-75.5855508682207
2652-3642,2652,3642,6.2469391276024,-75.586927084465,6.2490644333265,-75.5867922635424
2652-4254,2652,4254,6.2469391276024,-75.586927084465,6.24611376641305,-75.5865606694928
2653-184,2653,184,6.2447699242401,-75.5849358029401,6.24639731358383,-75.5855508682207
2653-6528,2653,6528,6.2447699242401,-75.5849358029401,6.24477859397186,-75.5849044814346
2653-4254,2653,4254,6.2447699242401,-75.5849358029401,6.24611376641305,-75.5865606694928
2654-185,2654,185,6.24651809942738,-75.5826764093389,6.24310070712658,-75.5809460781456
2654-3394,2654,3394,6.24651809942738,-75.5826764093389,6.24544134566067,-75.583721825278
2654-3491,2654,3491,6.24651809942738,-75.5826764093389,6.247204610036,-75.5819496706428
2655-3392,2655,3392,6.24489127071285,-75.581400030362,6.24220264760122,-75.5832320897599
2655-185,2655,185,6.24489127071285,-75.581400030362,6.24310070712658,-75.5809460781456
2655-3489,2655,3489,6.24489127071285,-75.581400030362,6.24577627298382,-75.5808950788126
2656-5280,2656,5280,6.2411769418722,-75.5783886786887,6.24015720262354,-75.5780174065994
2656-5274,2656,5274,6.2411769418722,-75.5783886786887,6.23968460513174,-75.5788668791352
2656-2244,2656,2244,6.2411769418722,-75.5783886786887,6.24151472014485,-75.5784783947346
2657-3674,2657,3674,6.24379616317113,-75.5683195919275,6.24436887178505,-75.568134788217
2657-3679,2657,3679,6.24379616317113,-75.5683195919275,6.2435584750675,-75.5676313024967
2657-3398,2657,3398,6.24379616317113,-75.5683195919275,6.24407205207505,-75.5691438644568
2657-2839,2657,2839,6.24379616317113,-75.5683195919275,6.24336135396997,-75.5686448230362
2658-3392,2658,3392,6.24382766103707,-75.5832714639165,6.24220264760122,-75.5832320897599
2658-186,2658,186,6.24382766103707,-75.5832714639165,6.24142221398423,-75.5854820653673
2658-3394,2658,3394,6.24382766103707,-75.5832714639165,6.24544134566067,-75.583721825278
2659-2328,2659,2328,6.24000242064879,-75.5851279492678,6.24084339106021,-75.5860159763415
2659-3392,2659,3392,6.24000242064879,-75.5851279492678,6.24220264760122,-75.5832320897599
2659-186,2659,186,6.24000242064879,-75.5851279492678,6.24142221398423,-75.5854820653673
2659-3525,2659,3525,6.24000242064879,-75.5851279492678,6.23981120322894,-75.5862576725861
2660-2328,2660,2328,6.24196970005369,-75.587130825164,6.24084339106021,-75.5860159763415
2660-186,2660,186,6.24196970005369,-75.587130825164,6.24142221398423,-75.5854820653673
2660-3693,2660,3693,6.24196970005369,-75.587130825164,6.24313127005417,-75.5860172959284
2660-3367,2660,3367,6.24196970005369,-75.587130825164,6.24090356356978,-75.5882114186796
2661-187,2661,187,6.26105728678256,-75.5884328096686,6.2618346436772,-75.5889489516974
2661-6620,2661,6620,6.26105728678256,-75.5884328096686,6.26042774343459,-75.5887605634954
2661-4215,2661,4215,6.26105728678256,-75.5884328096686,6.26227917240193,-75.587801386945
2662-4208,2662,4208,6.26133995069182,-75.5864262793028,6.26040976057313,-75.5850602262885
2662-187,2662,187,6.26133995069182,-75.5864262793028,6.2618346436772,-75.5889489516974
2662-4215,2662,4215,6.26133995069182,-75.5864262793028,6.26227917240193,-75.587801386945
2663-187,2663,187,6.26111691884828,-75.5917143391653,6.2618346436772,-75.5889489516974
2663-3196,2663,3196,6.26111691884828,-75.5917143391653,6.26034986149184,-75.5900863068188
2663-4551,2663,4551,6.26111691884828,-75.5917143391653,6.26187493515888,-75.5933333258436
2664-193,2664,193,6.2581141580584,-75.5913312889643,6.25992013430709,-75.5941447029989
2664-3235,2664,3235,6.2581141580584,-75.5913312889643,6.25900121122521,-75.5908260573373
2664-4205,2664,4205,6.2581141580584,-75.5913312889643,6.25633101510295,-75.5923326974608
2665-4201,2665,4201,6.25377398558187,-75.5897354210023,6.25420252764636,-75.5880661844642
2665-4203,2665,4203,6.25377398558187,-75.5897354210023,6.25431488207635,-75.5913812569837
2665-188,2665,188,6.25377398558187,-75.5897354210023,6.25647823937602,-75.5901181218562
2666-4273,2666,4273,6.22583710054736,-75.5783016301671,6.22160005201088,-75.5798738830284
2666-2850,2666,2850,6.22583710054736,-75.5783016301671,6.22664059349471,-75.5780173207178
2666-2261,2666,2261,6.22583710054736,-75.5783016301671,6.22523494394525,-75.5768096018058
2666-4271,2666,4271,6.22583710054736,-75.5783016301671,6.22675455486766,-75.5807620942897
2667-4201,2667,4201,6.25631869736466,-75.5871890599914,6.25420252764636,-75.5880661844642
2667-5874,2667,5874,6.25631869736466,-75.5871890599914,6.25798869796731,-75.5863675805536
2667-188,2667,188,6.25631869736466,-75.5871890599914,6.25647823937602,-75.5901181218562
2668-4200,2668,4200,6.25318596089783,-75.5897799606773,6.25314291926328,-75.5878273356843
2668-4202,2668,4202,6.25318596089783,-75.5897799606773,6.25375373016876,-75.5916608575404
2668-189,2668,189,6.25318596089783,-75.5897799606773,6.25139359235538,-75.5909440706774
2669-2859,2669,2859,6.2175737069852,-75.5807553042959,6.21965473288064,-75.5803056302568
2669-2860,2669,2860,6.2175737069852,-75.5807553042959,6.21812280245807,-75.5832055077289
2669-2861,2669,2861,6.2175737069852,-75.5807553042959,6.2163614511301,-75.5810114487668
2669-2263,2669,2263,6.2175737069852,-75.5807553042959,6.21683500393025,-75.5779704510688
2670-4202,2670,4202,6.25169998866673,-75.5919749378959,6.25375373016876,-75.5916608575404
2670-189,2670,189,6.25169998866673,-75.5919749378959,6.25139359235538,-75.5909440706774
2670-3646,2670,3646,6.25169998866673,-75.5919749378959,6.2496462572291,-75.5922799769086
2671-4229,2671,4229,6.24642235205464,-75.5903272518004,6.24557602916005,-75.5922842978872
2671-190,2671,190,6.24642235205464,-75.5903272518004,6.24677144604117,-75.5907309741617
2671-4253,2671,4253,6.24642235205464,-75.5903272518004,6.24644761288129,-75.5891125244064
2672-6384,2672,6384,6.21381006199067,-75.5822700266135,6.21468110665579,-75.581966618356
2672-6383,2672,6383,6.21381006199067,-75.5822700266135,6.21445805682405,-75.5816862878071
2672-2861,2672,2861,6.21381006199067,-75.5822700266135,6.2163614511301,-75.5810114487668
2672-2863,2672,2863,6.21381006199067,-75.5822700266135,6.21256552288088,-75.5830345545478
2673-6156,2673,6156,6.24450173237042,-75.5915200733722,6.24510687069552,-75.5887413095846
2673-4228,2673,4228,6.24450173237042,-75.5915200733722,6.2440105555797,-75.5911611634423
2673-2701,2673,2701,6.24450173237042,-75.5915200733722,6.24215497892065,-75.592554937005
2673-190,2673,190,6.24450173237042,-75.5915200733722,6.24677144604117,-75.5907309741617
2673-4229,2673,4229,6.24450173237042,-75.5915200733722,6.24557602916005,-75.5922842978872
2674-2864,2674,2864,6.21041438402473,-75.584480556143,6.21111851530047,-75.5857829477731
2674-2865,2674,2865,6.21041438402473,-75.584480556143,6.20973893834995,-75.5817681193217
2674-6235,2674,6235,6.21041438402473,-75.584480556143,6.20739992425353,-75.5858161432957
2674-2863,2674,2863,6.21041438402473,-75.584480556143,6.21256552288088,-75.5830345545478
2675-6360,2675,6360,6.20673094428877,-75.5861125396725,6.20564220026017,-75.5865674792501
2675-2890,2675,2890,6.20673094428877,-75.5861125396725,6.2077121169423,-75.5884152614661
2675-6235,2675,6235,6.20673094428877,-75.5861125396725,6.20739992425353,-75.5858161432957
2675-6236,2675,6236,6.20673094428877,-75.5861125396725,6.20646996040436,-75.5854197345697
2676-3643,2676,3643,6.24786796873074,-75.5889604390808,6.24929738041302,-75.5887993237731
2676-4253,2676,4253,6.24786796873074,-75.5889604390808,6.24644761288129,-75.5891125244064
2676-190,2676,190,6.24786796873074,-75.5889604390808,6.24677144604117,-75.5907309741617
2677-6363,2677,6363,6.20425569211431,-75.5871569082469,6.20457111459145,-75.5870101705909
2677-6364,2677,6364,6.20425569211431,-75.5871569082469,6.20397410613746,-75.587259342038
2678-4232,2678,4232,6.2434015452562,-75.5870029066194,6.24366278285198,-75.5879794685372
2678-3693,2678,3693,6.2434015452562,-75.5870029066194,6.24313127005417,-75.5860172959284
2679-4602,2679,4602,6.23849970267489,-75.5904417535728,6.2386067472288,-75.5874312197113
2679-4603,2679,4603,6.23849970267489,-75.5904417535728,6.23850093372604,-75.5907637846388
