"IDVEHICULO","PLACAVEHICULO","MODELO","CAPPASAJEROS","CAPPASAJEROSPIE","CAPPASAJEROSSENTADOS","IDEMPRESA","NOMBRES","IDENTIDADOPERA"
2968,"TSI471",2009,41,12,29,18,"CONDUCCIONES AMERICA",2
6350,"EQW009",2019,51,22,29,14,"AUTOBUSES EL POBLADO LAURELES",2
2043,"WDY456",2015,19,0,19,18,"CONDUCCIONES AMERICA",2
6354,"EQS967",2015,40,16,24,37,"FLOTA LA MILAGROSA",2
3022,"TSZ233",2013,51,14,37,19,"CONDUCCIONES PALENQUE ROBLEDAL",2
6364,"EQT770",2019,50,18,32,13,"SANTRA",2
6366,"EQT500",2015,47,27,20,25,"COOTRABEL",2
6373,"EQT896",2014,44,15,29,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6377,"STE293",2018,20,4,16,4,"EXPRESO GIRARDOTA",1
6378,"STE295",2018,20,4,16,4,"EXPRESO GIRARDOTA",1
6380,"EQT535",2018,50,21,29,19,"CONDUCCIONES PALENQUE ROBLEDAL",2
6408,"EQT875",2018,50,22,28,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
6410,"EQT904",2018,50,22,28,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
3169,"TSF853",2008,30,5,25,20,"COOMETROPOL",2
6415,"FNL638",2019,26,8,18,2,"HATOVIEJO",1
6416,"ESY481",2018,29,9,20,2,"HATOVIEJO",1
6417,"FNL602",2019,29,9,20,2,"HATOVIEJO",1
6418,"FNL616",2019,29,9,20,2,"HATOVIEJO",1
6419,"FNL621",2019,29,9,20,2,"HATOVIEJO",1
6420,"FNL641",2019,28,8,20,2,"HATOVIEJO",1
6421,"FNL684",2019,29,9,20,2,"HATOVIEJO",1
6422,"TRG882",2010,31,12,19,2,"HATOVIEJO",1
6426,"TKH816",2006,19,0,19,9,"AUTOMOVILES ITAGUI",1
6427,"TKH695",2006,19,0,19,9,"AUTOMOVILES ITAGUI",1
6428,"TLB169",2009,19,0,19,9,"AUTOMOVILES ITAGUI",1
6429,"STB076",2009,19,0,19,9,"AUTOMOVILES ITAGUI",1
6431,"TKB032",2010,19,0,19,9,"AUTOMOVILES ITAGUI",1
6432,"TLB092",2009,19,0,19,9,"AUTOMOVILES ITAGUI",1
6433,"STB144",2009,19,0,19,9,"AUTOMOVILES ITAGUI",1
6434,"SNK659",2003,19,0,19,9,"AUTOMOVILES ITAGUI",1
6442,"STC489",2018,19,0,19,8,"RSM",1
6455,"TKI151",2007,53,19,34,8,"RSM",1
6456,"TKI133",2007,53,20,33,8,"RSM",1
6457,"TKH857",2006,46,16,30,8,"RSM",1
6458,"TKB037",2010,51,19,32,8,"RSM",1
6459,"TKI014",2007,53,20,33,8,"RSM",1
6460,"TKH809",2007,44,15,29,8,"RSM",1
6462,"TSG786",2009,44,15,29,8,"RSM",1
6463,"WLZ394",2017,50,20,30,11,"COOTRASENVI",1
6464,"SMU622",2011,22,4,18,13,"SANTRA",1
6465,"SMV801",2011,24,5,19,13,"SANTRA",1
6466,"TSH442",2009,19,0,19,13,"SANTRA",1
6467,"TSI143",2009,35,14,21,13,"SANTRA",1
6468,"TSY675",2012,28,8,20,13,"SANTRA",1
6469,"WDY158",2012,19,0,19,13,"SANTRA",1
6472,"WDZ834",2015,50,20,30,54,"ARRIERITAS",1
6473,"WDZ836",2015,50,20,30,54,"ARRIERITAS",1
6474,"STV595",2012,37,15,22,54,"ARRIERITAS",1
918,"STB081",2010,42,17,25,42,"SOTRAMES",1
910,"STA966",2010,51,20,31,42,"SOTRAMES",1
906,"STA859",2011,46,18,28,42,"SOTRAMES",1
237,"STC272",2016,19,0,19,10,"COOTRASANA",1
123,"TRL032",2014,26,8,18,42,"SOTRAMES",1
442,"TRF699",2009,31,12,19,2,"HATOVIEJO",1
6483,"EQW250",2018,42,19,23,36,"EXPRESO CAMPO VALDES",2
6487,"EQW268",2019,51,22,29,14,"AUTOBUSES EL POBLADO LAURELES",2
6488,"EQW255",2014,40,6,34,23,"COOPETRANSA",2
6489,"EQW198",2015,43,19,24,30,"COOTRANSMALLAT",2
6490,"EQW136",2014,32,13,19,28,"COOTRANSCOL",1
2107,"TSK166",2009,42,12,30,28,"COOTRANSCOL",2
1459,"TSK383",2010,55,16,39,28,"COOTRANSCOL",2
4412,"TPQ742",2005,19,0,19,18,"CONDUCCIONES AMERICA",2
6493,"EQW243",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
6504,"SWX350",2019,55,22,33,54,"ARRIERITAS",1
6508,"SWX553",2019,59,24,35,54,"ARRIERITAS",1
6509,"TSG326",2008,46,18,28,54,"ARRIERITAS",1
2253,"SMU068",2011,46,15,31,46,"TRANSPORTES MEDELLIN CASTILLA",2
2311,"TIA117",1975,61,25,36,46,"TRANSPORTES MEDELLIN CASTILLA",2
2315,"TIS608",1993,40,0,40,46,"TRANSPORTES MEDELLIN CASTILLA",2
2316,"TKC245",1989,59,0,59,46,"TRANSPORTES MEDELLIN CASTILLA",2
2323,"TNJ167",1977,59,0,59,46,"TRANSPORTES MEDELLIN CASTILLA",2
6510,"EQW298",2015,44,20,24,34,"COPATRA",2
2324,"TNJ568",1983,59,0,59,46,"TRANSPORTES MEDELLIN CASTILLA",2
2325,"TOA901",1991,59,0,59,46,"TRANSPORTES MEDELLIN CASTILLA",2
2326,"TPL886",2000,27,0,27,46,"TRANSPORTES MEDELLIN CASTILLA",2
6514,"EQW416",2014,32,13,19,28,"COOTRANSCOL",1
6517,"EQW449",2019,45,17,28,20,"COOMETROPOL",2
6523,"EQW413",2015,40,16,24,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
3073,"STV430",2012,51,14,37,45,"TRANSCONOR",2
2098,"TSJ983",2010,19,0,19,22,"COOPCERQUIN",2
127,"TRM001",2014,25,5,20,42,"SOTRAMES",1
1507,"SWX194",2015,19,0,19,42,"SOTRAMES",1
1785,"TNF645",2007,19,0,19,54,"ARRIERITAS",1
6525,"FNL818",2014,32,13,19,2,"HATOVIEJO",1
6530,"EXU987",2014,61,24,37,42,"SOTRAMES",1
6531,"EXU978",2019,55,22,33,42,"SOTRAMES",1
6532,"EQW346",2019,44,18,26,42,"SOTRAMES",1
4781,"TSK902",2010,61,24,37,42,"SOTRAMES",1
6323,"EQT748",2019,50,22,28,14,"AUTOBUSES EL POBLADO LAURELES",2
6326,"EQT789",2019,50,22,28,14,"AUTOBUSES EL POBLADO LAURELES",2
6360,"EQW035",2018,50,22,28,48,"TRASANCOOP",2
6365,"EQT399",2017,40,19,21,25,"COOTRABEL",2
6404,"EQT513",2018,45,17,28,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
915,"STB058",2011,51,20,31,42,"SOTRAMES",1
908,"STA938",2011,51,20,31,42,"SOTRAMES",1
462,"TRK577",2013,37,15,22,42,"SOTRAMES",1
461,"TRK180",2013,37,15,22,50,"LA VALERIA",1
440,"TRF604",2008,46,18,28,42,"SOTRAMES",1
236,"STC250",2016,19,0,19,10,"COOTRASANA",1
1451,"TSI886",2010,42,13,29,15,"AUTOCOL",2
1377,"WDZ877",2017,50,20,30,50,"LA VALERIA",1
4565,"TSJ317",2009,37,15,22,19,"CONDUCCIONES PALENQUE ROBLEDAL",1
6563,"SKR604",2009,19,0,19,7,"TEMSA",1
6528,"SWX551",2019,60,24,36,54,"ARRIERITAS",1
6622,"EQW713",2019,52,23,29,18,"CONDUCCIONES AMERICA",2
6633,"GDW282",2019,44,18,26,42,"SOTRAMES",1
6649,"EQW712",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
6664,"GFQ421",2019,27,8,19,2,"HATOVIEJO",1
6667,"EQW508",2019,20,4,16,53,"SOLO BUS",1
510,"TRM511",2015,22,4,18,2,"HATOVIEJO",1
4040,"TPW916",2007,34,11,23,13,"SANTRA",2
4027,"TPV577",2006,29,6,23,13,"SANTRA",2
3992,"TIE036",1981,26,0,26,13,"SANTRA",2
6692,"STC632",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6696,"STC619",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6327,"EQT459",2018,45,17,28,3,"COONATRA",2
1942,"TSF036",2008,41,12,29,15,"AUTOCOL",2
6329,"EQW072",2019,33,13,20,28,"COOTRANSCOL",1
6331,"EQW065",2014,40,6,34,31,"COOTRANSMON",2
1431,"STV975",2012,51,14,37,17,"COMBUSES",2
6353,"EQT442",2015,43,19,24,34,"COPATRA",2
6363,"EQT309",2018,56,25,31,13,"SANTRA",2
3172,"TSI640",2009,30,3,27,20,"COOMETROPOL",2
6414,"FNL674",2019,27,8,19,2,"HATOVIEJO",1
1372,"WDZ872",2017,50,20,30,50,"LA VALERIA",1
6479,"EQT434",2015,43,19,24,45,"TRANSCONOR",2
6481,"EQT973",2015,43,19,24,45,"TRANSCONOR",2
427,"TRF195",2008,31,12,19,42,"SOTRAMES",1
6560,"FNL734",2019,22,4,18,2,"HATOVIEJO",1
511,"TRM521",2015,22,4,18,2,"HATOVIEJO",1
6606,"EQW069",2015,40,16,24,26,"COOTRACOVI",2
3592,"SMU373",2011,22,4,18,13,"SANTRA",1
2496,"TSG520",2009,29,9,20,13,"SANTRA",1
6359,"EQT629",2019,45,17,28,3,"COONATRA",2
6362,"EQT764",2019,51,22,29,3,"COONATRA",2
6369,"EQT598",2017,44,19,25,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6370,"EQT626",2015,43,19,24,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6374,"EQT960",2015,43,19,24,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6407,"EQT791",2018,42,18,24,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
6409,"EQT901",2018,50,22,28,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
6411,"EQW114",2018,42,18,24,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
3168,"TSE126",2008,43,13,30,20,"COOMETROPOL",2
3170,"TSG014",2008,30,5,25,20,"COOMETROPOL",2
3174,"TSK974",2010,42,12,30,20,"COOMETROPOL",2
484,"TRM332",2015,22,4,18,2,"HATOVIEJO",1
6562,"FNL898",2019,22,4,18,2,"HATOVIEJO",1
1378,"WDZ878",2017,50,20,30,50,"LA VALERIA",1
1390,"WDZ890",2017,50,20,30,50,"LA VALERIA",1
2240,"TNF796",2010,29,9,20,13,"SANTRA",1
1794,"TSJ820",2010,50,19,31,3,"COONATRA",2
6671,"STC586",2019,30,9,21,53,"SOLO BUS",1
6675,"TJZ722",2020,41,16,25,53,"SOLO BUS",1
6688,"STC625",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6689,"STC601",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6690,"STC600",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6694,"STC645",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6697,"STC615",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6342,"EQW002",2019,51,22,29,14,"AUTOBUSES EL POBLADO LAURELES",2
3205,"TSJ355",2010,19,0,19,18,"CONDUCCIONES AMERICA",2
6346,"EQW007",2019,51,22,29,14,"AUTOBUSES EL POBLADO LAURELES",2
6348,"EQW008",2019,51,22,29,14,"AUTOBUSES EL POBLADO LAURELES",2
6368,"EQT572",2018,45,17,28,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6371,"EQT786",2018,50,22,28,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6372,"EQT816",2018,45,17,28,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6400,"EQW155",2019,41,15,26,39,"FLOTA NUEVA VILLA",2
6401,"EQW156",2019,41,15,26,39,"FLOTA NUEVA VILLA",2
6402,"EQT314",2018,47,24,23,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
6403,"EQT321",2018,47,24,23,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
6405,"EQT723",2018,42,18,24,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
6406,"EQT725",2019,50,22,28,47,"TRANSPORTES RAPIDO SAN CRISTOBAL",2
1450,"TSI504",2009,46,17,29,15,"AUTOCOL",2
6480,"EQT492",2015,44,20,24,45,"TRANSCONOR",2
6561,"FXY305",2019,22,4,18,2,"HATOVIEJO",1
469,"TRM140",2015,22,4,18,2,"HATOVIEJO",1
1695,"TPV661",2006,19,0,19,50,"LA VALERIA",1
6275,"EQW109",2019,52,21,31,6,"TRANSMEBA",1
6611,"STC558",2019,51,19,32,8,"RSM",1
6648,"EQW705",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
6687,"STC630",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6691,"STC604",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6322,"EQT456",2017,45,15,30,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
2034,"TSH932",2009,42,13,29,28,"COOTRANSCOL",2
6334,"EQW197",2018,39,14,25,18,"CONDUCCIONES AMERICA",2
2965,"TSH676",2009,43,13,30,33,"COOTRANSVI",2
6387,"EQT443",2015,43,19,24,33,"COOTRANSVI",2
6390,"EQT323",2018,41,15,26,39,"FLOTA NUEVA VILLA",2
5702,"SNP278",2010,24,5,19,13,"SANTRA",1
1369,"WDZ867",2017,50,20,30,50,"LA VALERIA",1
455,"TRH574",2011,49,20,29,42,"SOTRAMES",1
6573,"SWX558",2019,54,22,32,54,"ARRIERITAS",1
6621,"FVY458",2020,51,20,31,3,"COONATRA",1
1335,"TJZ154",2013,50,20,30,10,"COOTRASANA",1
6626,"EQW701",2015,44,20,24,25,"COOTRABEL",2
4192,"EQS977",2017,50,20,30,20,"COOMETROPOL",1
6651,"FVY393",2014,57,24,33,19,"CONDUCCIONES PALENQUE ROBLEDAL",2
6666,"STA846",2010,19,0,19,53,"SOLO BUS",1
6668,"STC584",2019,30,9,21,53,"SOLO BUS",1
6683,"FVY647",2020,44,18,26,3,"COONATRA",1
3993,"TIY735",1997,19,0,19,13,"SANTRA",2
6320,"EQT566",2018,50,21,29,14,"AUTOBUSES EL POBLADO LAURELES",2
6321,"EQT391",2018,45,17,28,3,"COONATRA",2
6324,"EQW116",2014,40,12,28,23,"COOPETRANSA",2
6325,"EQW388",2014,40,6,34,23,"COOPETRANSA",2
6328,"EQW071",2019,33,13,20,28,"COOTRANSCOL",1
6341,"EQT524",2018,45,17,28,3,"COONATRA",2
6355,"EQW112",2015,19,0,19,37,"FLOTA LA MILAGROSA",2
6356,"EQT625",2018,45,17,28,3,"COONATRA",2
2261,"SMU783",2011,19,0,19,24,"COOPTRANSNOR",2
2262,"SMU784",2011,19,0,19,24,"COOPTRANSNOR",2
5105,"TSZ876",2014,19,0,19,22,"COOPCERQUIN",2
496,"TRM390",2015,22,4,18,2,"HATOVIEJO",1
6569,"EQW420",2019,19,0,19,10,"COOTRASANA",1
114,"TRH533",2010,19,0,19,9,"AUTOMOVILES ITAGUI",1
6335,"EQT486",2018,40,16,24,17,"COMBUSES",1
6628,"FXY521",2019,49,20,29,1,"BELLANITA",1
6630,"FXY512",2019,49,20,29,1,"BELLANITA",1
4197,"SMU550",2011,35,14,21,20,"COOMETROPOL",1
4196,"SMT846",2011,35,14,21,20,"COOMETROPOL",1
4193,"EQT033",2018,40,16,24,20,"COOMETROPOL",1
6642,"EQW720",2020,44,18,26,43,"TAX MAYA S.A.S",2
6478,"TSI812",2009,44,15,29,15,"AUTOCOL",2
6693,"STC614",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6367,"EQW094",2019,45,17,28,20,"COOMETROPOL",2
6395,"EQW149",2019,41,15,26,39,"FLOTA NUEVA VILLA",2
5699,"SNP216",2010,24,5,19,13,"SANTRA",1
1364,"WDZ852",2017,50,20,30,50,"LA VALERIA",1
4683,"TSK499",2010,19,0,19,22,"COOPCERQUIN",2
6564,"STY809",2011,20,4,16,7,"TEMSA",1
6565,"TSI592",2009,19,0,19,7,"TEMSA",1
6579,"ESY535",2019,45,18,27,1,"BELLANITA",1
6585,"FNL736",2019,45,18,27,1,"BELLANITA",1
6586,"FNL770",2019,45,18,27,1,"BELLANITA",1
6587,"FNL748",2019,45,18,27,1,"BELLANITA",1
6598,"FNL675",2018,45,18,27,1,"BELLANITA",1
6603,"EQW621",2018,44,18,26,14,"AUTOBUSES EL POBLADO LAURELES",2
6631,"FVY445",2019,44,18,26,42,"SOTRAMES",1
6632,"FVY444",2019,44,18,26,42,"SOTRAMES",1
5383,"WDX251",2014,19,0,19,18,"CONDUCCIONES AMERICA",2
6669,"STC585",2019,30,9,21,53,"SOLO BUS",1
6703,"STC602",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6274,"EQW108",2019,52,21,31,6,"TRANSMEBA",1
4267,"EQS250",2015,40,21,19,45,"TRANSCONOR",2
6658,"EQW719",2020,44,18,26,43,"TAX MAYA S.A.S",2
6660,"FVY400",2020,44,18,26,43,"TAX MAYA S.A.S",2
6571,"EQW470",2019,20,4,16,10,"COOTRASANA",1
449,"TRG686",2010,28,8,20,2,"HATOVIEJO",1
6590,"FXY494",2019,45,18,27,1,"BELLANITA",1
6620,"TLB116",2009,43,17,26,13,"SANTRA",1
6647,"FVY443",2020,44,15,29,3,"COONATRA",2
6663,"GFQ420",2019,27,8,19,2,"HATOVIEJO",1
6680,"TJZ727",2019,41,16,25,53,"SOLO BUS",1
6681,"TJZ728",2019,41,16,25,53,"SOLO BUS",1
6682,"FVY551",2020,44,18,26,3,"COONATRA",1
6695,"STC613",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6700,"STC627",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6256,"EQT419",2018,45,17,28,3,"COONATRA",2
1329,"TJY923",2015,50,20,30,10,"COOTRASANA",1
2085,"TSJ377",2009,19,0,19,28,"COOTRANSCOL",1
6255,"EQT363",2019,45,17,28,3,"COONATRA",2
1529,"STY953",2011,30,9,21,11,"COOTRASENVI",1
6677,"TJZ724",2020,41,16,25,53,"SOLO BUS",1
3998,"TPO777",2003,36,14,22,13,"SANTRA",2
6582,"FXY389",2019,45,18,27,1,"BELLANITA",1
1689,"TNF802",2010,19,0,19,7,"TEMSA",1
6639,"FVY440",2020,44,16,28,18,"CONDUCCIONES AMERICA",2
1449,"TSI474",2009,42,13,29,33,"COOTRANSVI",2
1742,"SWX236",2016,52,21,31,54,"ARRIERITAS",1
6567,"EQW469",2019,30,9,21,10,"COOTRASANA",1
6276,"EQW091",2019,52,21,31,6,"TRANSMEBA",1
6575,"EQW579",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
6604,"EQW617",2014,60,25,35,23,"COOPETRANSA",2
6610,"STC546",2019,51,19,32,8,"RSM",1
4233,"TSK963",2010,35,14,21,20,"COOMETROPOL",1
4224,"TSH526",2008,46,18,28,20,"COOMETROPOL",1
4215,"TPV959",2007,46,18,28,20,"COOMETROPOL",1
4209,"TPP939",2004,40,16,24,20,"COOMETROPOL",1
4204,"SMV840",2011,30,9,21,20,"COOMETROPOL",1
4203,"SMV758",2011,49,20,29,20,"COOMETROPOL",1
4202,"SMV756",2011,49,20,29,20,"COOMETROPOL",1
4026,"TPV409",2006,29,6,23,13,"SANTRA",2
3978,"TIW257",1995,41,14,27,13,"SANTRA",2
6580,"FNL652",2019,45,18,27,1,"BELLANITA",1
6609,"STC549",2019,51,19,32,8,"RSM",1
6614,"STC553",2019,51,19,32,8,"RSM",1
5178,"TTM405",2014,19,0,19,22,"COOPCERQUIN",2
1452,"TSJ140",2009,55,16,39,31,"COOTRANSMON",2
6684,"SWX584",2020,53,21,32,54,"ARRIERITAS",1
6601,"FXY501",2019,45,18,27,1,"BELLANITA",1
6627,"FXY536",2019,49,20,29,1,"BELLANITA",1
4231,"TSK037",2010,30,9,21,20,"COOMETROPOL",1
4039,"TPW915",2007,34,11,23,13,"SANTRA",2
1383,"WDZ883",2017,50,20,30,50,"LA VALERIA",1
6578,"FNL679",2018,45,18,27,1,"BELLANITA",1
1880,"EQR995",2017,40,12,28,28,"COOTRANSCOL",2
6623,"FVY397",2014,50,19,31,18,"CONDUCCIONES AMERICA",2
6624,"FVY430",2014,40,12,28,23,"COOPETRANSA",2
4229,"TSI706",2009,46,18,28,20,"COOMETROPOL",1
4220,"TRE048",2004,41,16,25,20,"COOMETROPOL",1
4214,"TPU819",2006,42,17,25,20,"COOMETROPOL",1
4213,"TPU702",2006,43,17,26,20,"COOMETROPOL",1
4190,"EQS918",2017,50,20,30,20,"COOMETROPOL",1
4189,"EQS831",2017,50,20,30,20,"COOMETROPOL",1
2535,"TSJ931",2010,19,0,19,22,"COOPCERQUIN",2
4421,"TPS730",2006,49,15,34,18,"CONDUCCIONES AMERICA",2
5107,"TTM984",2014,19,0,19,24,"COOPTRANSNOR",2
6653,"FVY468",2014,50,19,31,19,"CONDUCCIONES PALENQUE ROBLEDAL",2
492,"TRM384",2015,22,4,18,2,"HATOVIEJO",1
3986,"SJS240",2003,45,15,30,13,"SANTRA",2
6685,"STC646",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6686,"STC631",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6607,"EQW466",2014,44,19,25,33,"COOTRANSVI",2
6615,"STC552",2019,51,19,32,8,"RSM",1
4260,"WMP336",2016,60,24,36,20,"COOMETROPOL",1
4239,"VKH536",2004,52,21,31,20,"COOMETROPOL",1
4234,"TSK964",2010,35,14,21,20,"COOMETROPOL",1
4212,"TPU349",2006,43,17,26,20,"COOMETROPOL",1
4200,"SMV458",2011,47,19,28,20,"COOMETROPOL",1
4199,"SMV349",2011,30,9,21,20,"COOMETROPOL",1
4194,"EQT182",2018,45,18,27,20,"COOMETROPOL",1
4191,"EQS969",2017,44,18,26,20,"COOMETROPOL",1
4148,"TSJ935",2009,30,5,25,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6650,"FVY371",2019,50,22,28,19,"CONDUCCIONES PALENQUE ROBLEDAL",2
6652,"FVY399",2018,55,21,34,19,"CONDUCCIONES PALENQUE ROBLEDAL",2
6661,"FVY401",2020,44,18,26,43,"TAX MAYA S.A.S",2
6670,"STC588",2019,30,9,21,53,"SOLO BUS",1
4050,"TPY146",2007,34,11,23,13,"SANTRA",2
1254,"UQO563",1997,19,0,19,13,"SANTRA",2
6699,"STC626",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6568,"EQW258",2019,19,0,19,10,"COOTRASANA",1
1503,"SNZ562",2015,19,0,19,52,"COOTRANS",1
6577,"FNL646",2019,45,18,27,1,"BELLANITA",1
6613,"TKH833",2007,48,16,32,8,"RSM",1
6616,"STC554",2019,51,19,32,8,"RSM",1
3605,"TSK174",2010,22,4,18,13,"SANTRA",1
4219,"TPZ154",2007,27,8,19,20,"COOMETROPOL",1
4210,"TPR619",2004,45,18,27,20,"COOMETROPOL",1
4201,"SMV735",2011,43,17,26,20,"COOMETROPOL",1
4188,"EQS725",2017,50,20,30,20,"COOMETROPOL",1
6643,"EQW721",2020,44,18,26,43,"TAX MAYA S.A.S",2
709,"TSZ035",2013,55,20,35,25,"COOTRABEL",2
1992,"TSH033",2009,41,12,29,49,"TRANSPORTES ARANJUEZ SANTA CRUZ",2
6674,"TJZ721",2020,41,16,25,53,"SOLO BUS",1
6678,"TJZ725",2020,41,16,25,53,"SOLO BUS",1
1333,"TJZ122",2013,50,20,30,42,"SOTRAMES",1
6698,"STC647",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6702,"STC629",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
6705,"GFQ493",2019,49,20,29,1,"BELLANITA",1
6570,"EQW422",2019,24,5,19,10,"COOTRASANA",1
6572,"EQW259",2019,19,0,19,10,"COOTRASANA",1
6581,"FNL653",2019,45,18,27,1,"BELLANITA",1
6589,"FNL836",2019,45,18,27,1,"BELLANITA",1
6591,"FNL837",2019,45,18,27,1,"BELLANITA",1
6592,"FNL629",2019,45,18,27,1,"BELLANITA",1
6593,"FNL677",2018,45,18,27,1,"BELLANITA",1
6600,"FNL683",2018,45,18,27,1,"BELLANITA",1
6608,"STC469",2018,19,0,19,8,"RSM",1
6618,"EQW728",2014,50,20,30,3,"COONATRA",1
4227,"TSI190",2009,41,16,25,20,"COOMETROPOL",1
4223,"TSH069",2009,46,18,28,20,"COOMETROPOL",1
4205,"SMV853",2011,40,16,24,20,"COOMETROPOL",1
4198,"SMU926",2010,42,17,25,20,"COOMETROPOL",1
4195,"SJS515",2005,30,9,21,20,"COOMETROPOL",1
911,"STA975",2011,19,0,19,42,"SOTRAMES",1
6701,"STC628",2019,29,9,20,9,"AUTOMOVILES ITAGUI",1
1375,"WDZ875",2017,50,20,30,50,"LA VALERIA",1
270,"TRG472",2010,32,13,19,2,"HATOVIEJO",1
6574,"WDZ952",2019,55,22,33,5,"BARBOSA PORCESITO",1
6576,"EQW703",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
6588,"FNL780",2019,45,18,27,1,"BELLANITA",1
6612,"STC566",2019,52,19,33,8,"RSM",1
6617,"EQW598",2018,42,19,23,36,"EXPRESO CAMPO VALDES",2
4927,"TTN244",2014,35,10,25,20,"COOMETROPOL",2
6619,"FVY360",2019,55,22,33,3,"COONATRA",1
4232,"TSK315",2010,47,19,28,20,"COOMETROPOL",1
4222,"TSF860",2009,30,9,21,20,"COOMETROPOL",1
4221,"TRE165",2004,50,20,30,20,"COOMETROPOL",1
4218,"TPZ096",2007,49,20,29,20,"COOMETROPOL",1
6641,"FVY381",2014,60,25,35,23,"COOPETRANSA",2
6644,"EQW743",2020,44,18,26,43,"TAX MAYA S.A.S",2
6654,"FVY516",2014,46,18,28,46,"TRANSPORTES MEDELLIN CASTILLA",1
6655,"EQW727",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
6656,"EQW697",2014,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
6657,"GFQ429",2019,49,20,29,1,"BELLANITA",1
6676,"TJZ723",2020,41,16,25,53,"SOLO BUS",1
6679,"TJZ726",2018,41,16,25,53,"SOLO BUS",1
6704,"FVY448",2014,44,15,29,30,"COOTRANSMALLAT",2
6583,"FNL735",2019,45,18,27,1,"BELLANITA",1
6584,"FXY408",2019,45,18,27,1,"BELLANITA",1
6594,"ESY530",2019,45,18,27,1,"BELLANITA",1
6595,"FNL678",2019,45,18,27,1,"BELLANITA",1
6602,"FXY513",2019,45,18,27,1,"BELLANITA",1
5379,"TSI660",2009,29,9,20,28,"COOTRANSCOL",1
6625,"TSK062",2010,19,0,19,22,"COOPCERQUIN",2
6629,"FXY511",2019,49,20,29,1,"BELLANITA",1
4238,"VKH529",2004,52,21,31,20,"COOMETROPOL",1
4237,"VKH493",2004,52,21,31,20,"COOMETROPOL",1
4211,"TPT136",2006,43,17,26,20,"COOMETROPOL",1
4187,"EQS369",2017,44,18,26,20,"COOMETROPOL",1
6640,"EQW423",2014,60,25,35,23,"COOPETRANSA",2
6645,"EQW744",2020,44,18,26,43,"TAX MAYA S.A.S",2
6646,"EQW749",2020,44,18,26,43,"TAX MAYA S.A.S",2
6659,"EQW726",2020,44,18,26,43,"TAX MAYA S.A.S",2
6672,"STC589",2019,30,9,21,53,"SOLO BUS",1
6673,"TJZ720",2020,41,16,25,53,"SOLO BUS",1
929,"STB712",2014,19,0,19,42,"SOTRAMES",1
6272,"EQW086",2019,52,21,31,6,"TRANSMEBA",1
6273,"EQW093",2019,52,21,31,6,"TRANSMEBA",1
6596,"FNL680",2019,45,18,27,1,"BELLANITA",1
6597,"FNL743",2019,45,18,27,1,"BELLANITA",1
6599,"FNL676",2019,45,18,27,1,"BELLANITA",1
