"IDVEHICULO","PLACAVEHICULO","MODELO","CAPPASAJEROS","CAPPASAJEROSPIE","CAPPASAJEROSSENTADOS","IDEMPRESA","NOMBRES","IDENTIDADOPERA"
770,"TPX836",2007,50,20,30,10,"COOTRASANA",1
774,"TSF343",2008,55,22,33,10,"COOTRASANA",1
775,"TSZ407",2013,51,20,31,10,"COOTRASANA",1
776,"TSZ840",2013,50,20,30,10,"COOTRASANA",1
777,"TTN345",2014,37,15,22,10,"COOTRASANA",1
778,"TTN358",2014,37,15,22,10,"COOTRASANA",1
779,"WDX033",2014,37,15,22,10,"COOTRASANA",1
780,"WDX374",2014,37,15,22,10,"COOTRASANA",1
781,"WDX940",2014,37,15,22,10,"COOTRASANA",1
782,"WDX941",2014,37,15,22,10,"COOTRASANA",1
783,"WDX945",2014,37,15,22,10,"COOTRASANA",1
784,"WDX954",2014,37,15,22,10,"COOTRASANA",1
785,"WDX978",2014,55,22,33,10,"COOTRASANA",1
786,"WDX979",2014,55,22,33,10,"COOTRASANA",1
787,"WDX980",2014,55,22,33,10,"COOTRASANA",1
789,"WDY290",2015,55,22,33,10,"COOTRASANA",1
790,"WDY323",2015,37,15,22,10,"COOTRASANA",1
791,"WDY375",2015,37,15,22,10,"COOTRASANA",1
792,"WDY494",2015,40,16,24,10,"COOTRASANA",1
793,"WDY499",2015,37,15,22,10,"COOTRASANA",1
794,"WDY550",2015,40,16,24,10,"COOTRASANA",1
795,"WDY551",2015,40,16,24,10,"COOTRASANA",1
796,"WDY680",2015,40,16,24,10,"COOTRASANA",1
797,"WDY705",2015,37,15,22,10,"COOTRASANA",1
798,"WDY734",2015,40,16,24,10,"COOTRASANA",1
799,"WDY889",2015,37,15,22,10,"COOTRASANA",1
800,"WDY927",2015,55,22,33,10,"COOTRASANA",1
801,"WDY928",2015,55,22,33,10,"COOTRASANA",1
802,"WDY962",2015,37,15,22,10,"COOTRASANA",1
803,"WDY963",2015,37,15,22,10,"COOTRASANA",1
804,"WDZ060",2015,37,15,22,10,"COOTRASANA",1
805,"WDZ177",2015,50,20,30,10,"COOTRASANA",1
806,"WDZ584",2015,40,16,24,10,"COOTRASANA",1
807,"WDZ630",2015,50,20,30,10,"COOTRASANA",1
808,"WDZ659",2015,40,16,24,10,"COOTRASANA",1
810,"WMP761",2016,60,24,36,10,"COOTRASANA",1
811,"WMP762",2016,60,24,36,10,"COOTRASANA",1
812,"WMP763",2016,60,24,36,10,"COOTRASANA",1
813,"WMP764",2016,60,24,36,10,"COOTRASANA",1
814,"WMQ096",2016,60,24,36,10,"COOTRASANA",1
815,"WMQ571",2017,61,24,37,10,"COOTRASANA",1
816,"WMQ667",2017,61,24,37,10,"COOTRASANA",1
817,"WMQ668",2017,61,24,37,10,"COOTRASANA",1
818,"WMQ669",2017,61,24,37,10,"COOTRASANA",1
819,"WMQ900",2017,61,24,37,10,"COOTRASANA",1
827,"SMG031",2008,50,20,30,4,"EXPRESO GIRARDOTA",1
828,"SMG036",2008,50,20,30,4,"EXPRESO GIRARDOTA",1
830,"SMG048",2008,50,20,30,4,"EXPRESO GIRARDOTA",1
832,"SMG055",2009,45,18,27,4,"EXPRESO GIRARDOTA",1
833,"SMG057",2008,49,20,29,4,"EXPRESO GIRARDOTA",1
834,"SMG061",2009,43,17,26,4,"EXPRESO GIRARDOTA",1
835,"SMG065",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
836,"SMG068",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
837,"SMG070",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
838,"SMG071",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
839,"SMG072",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
840,"SMG073",2009,56,22,34,4,"EXPRESO GIRARDOTA",1
841,"SMG075",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
842,"SMG080",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
843,"SMG081",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
844,"SMG082",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
845,"SMG083",2009,51,20,31,4,"EXPRESO GIRARDOTA",1
846,"SMG089",2009,53,21,32,4,"EXPRESO GIRARDOTA",1
847,"SMG091",2009,55,22,33,4,"EXPRESO GIRARDOTA",1
848,"SMG093",2010,52,21,31,4,"EXPRESO GIRARDOTA",1
849,"SMG094",2010,51,20,31,4,"EXPRESO GIRARDOTA",1
850,"SMG096",2010,56,22,34,4,"EXPRESO GIRARDOTA",1
851,"SMG098",2010,47,19,28,4,"EXPRESO GIRARDOTA",1
852,"SMG103",2010,45,18,27,4,"EXPRESO GIRARDOTA",1
853,"SMG106",2010,51,20,31,4,"EXPRESO GIRARDOTA",1
856,"SMG116",2011,51,20,31,4,"EXPRESO GIRARDOTA",1
857,"SMG120",2011,51,20,31,4,"EXPRESO GIRARDOTA",1
859,"STD815",2011,51,20,31,4,"EXPRESO GIRARDOTA",1
860,"STD816",2011,51,20,31,4,"EXPRESO GIRARDOTA",1
861,"STD819",2011,51,20,31,4,"EXPRESO GIRARDOTA",1
862,"STD851",2012,51,20,31,4,"EXPRESO GIRARDOTA",1
863,"STD857",2012,51,20,31,4,"EXPRESO GIRARDOTA",1
864,"STD866",2013,51,20,31,4,"EXPRESO GIRARDOTA",1
865,"STD904",2013,51,20,31,4,"EXPRESO GIRARDOTA",1
866,"STD926",2014,51,20,31,4,"EXPRESO GIRARDOTA",1
867,"STD937",2014,51,20,31,4,"EXPRESO GIRARDOTA",1
868,"STD938",2014,51,20,31,4,"EXPRESO GIRARDOTA",1
869,"STD949",2013,55,22,33,4,"EXPRESO GIRARDOTA",1
870,"STD960",2014,51,20,31,4,"EXPRESO GIRARDOTA",1
871,"STD972",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
872,"STD973",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
873,"STD974",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
874,"STD982",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
875,"STD983",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
876,"STD993",2015,57,23,34,4,"EXPRESO GIRARDOTA",1
882,"STE017",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
883,"STE018",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
884,"STE019",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
885,"STE020",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
886,"STE021",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
887,"STE022",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
888,"STE023",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
889,"STE024",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
890,"STE025",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
891,"STE026",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
892,"STE027",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
893,"STE028",2015,41,16,25,4,"EXPRESO GIRARDOTA",1
894,"STE042",2015,53,21,32,4,"EXPRESO GIRARDOTA",1
895,"STE191",2017,51,20,31,4,"EXPRESO GIRARDOTA",1
896,"STE192",2017,51,20,31,4,"EXPRESO GIRARDOTA",1
897,"STE195",2017,20,4,16,4,"EXPRESO GIRARDOTA",1
898,"STE212",2017,20,4,16,4,"EXPRESO GIRARDOTA",1
899,"STE213",2017,20,4,16,4,"EXPRESO GIRARDOTA",1
901,"TRG881",2010,34,14,20,4,"EXPRESO GIRARDOTA",1
902,"TRH541",2011,51,20,31,4,"EXPRESO GIRARDOTA",1
905,"STA813",2010,48,18,30,8,"RSM",1
914,"STB029",2011,51,19,32,8,"RSM",1
919,"STB108",2011,48,18,30,8,"RSM",1
924,"STB528",2013,44,15,29,8,"RSM",1
926,"STB530",2013,44,15,29,8,"RSM",1
927,"STB549",2013,55,21,34,8,"RSM",1
928,"STB649",2015,19,0,19,8,"RSM",1
933,"STC079",2016,19,0,19,8,"RSM",1
934,"STC090",2016,19,0,19,8,"RSM",1
939,"TKH936",2007,19,0,19,8,"RSM",1
947,"TKI712",2008,19,0,19,8,"RSM",1
948,"TKI765",2008,19,0,19,8,"RSM",1
959,"TSH712",2009,19,0,19,8,"RSM",1
960,"SHL920",2001,30,9,21,13,"SANTRA",1
961,"SID467",2002,30,9,21,13,"SANTRA",1
962,"SIG539",2002,30,9,21,13,"SANTRA",1
963,"SJS156",2003,43,17,26,13,"SANTRA",1
964,"SLP224",2004,19,0,19,13,"SANTRA",1
965,"SNK400",2003,19,0,19,13,"SANTRA",1
966,"SNP217",2009,19,0,19,13,"SANTRA",1
967,"SNP697",2011,25,5,20,13,"SANTRA",1
971,"STX930",2010,26,8,18,13,"SANTRA",1
973,"STY018",2010,19,0,19,13,"SANTRA",1
974,"STY031",2011,27,8,19,13,"SANTRA",1
975,"STY107",2010,19,0,19,13,"SANTRA",1
976,"STY178",2011,26,8,18,13,"SANTRA",1
977,"STY231",2011,22,4,18,13,"SANTRA",1
978,"STY232",2011,26,8,18,13,"SANTRA",1
979,"STY265",2011,19,0,19,13,"SANTRA",1
980,"STY306",2011,21,4,17,13,"SANTRA",1
981,"STY307",2011,26,8,18,13,"SANTRA",1
982,"STY308",2011,26,8,18,13,"SANTRA",1
983,"STY340",2011,26,8,18,13,"SANTRA",1
984,"STY507",2011,26,8,18,13,"SANTRA",1
985,"STY602",2011,26,8,18,13,"SANTRA",1
986,"STY610",2011,19,0,19,13,"SANTRA",1
987,"STY714",2011,26,8,18,13,"SANTRA",1
988,"STY820",2010,21,4,17,13,"SANTRA",1
989,"STY821",2011,22,4,18,13,"SANTRA",1
990,"STY883",2011,21,4,17,13,"SANTRA",1
991,"STY884",2011,19,0,19,13,"SANTRA",1
993,"STY886",2011,21,4,17,13,"SANTRA",1
994,"STY943",2011,26,8,18,13,"SANTRA",1
995,"STY948",2011,21,4,17,13,"SANTRA",1
996,"STY949",2011,19,0,19,13,"SANTRA",1
997,"STY950",2011,21,4,17,13,"SANTRA",1
998,"STY951",2011,21,4,17,13,"SANTRA",1
999,"STY952",2011,21,4,17,13,"SANTRA",1
1000,"STY955",2010,19,0,19,13,"SANTRA",1
1001,"STY979",2010,21,4,17,13,"SANTRA",1
1002,"STY980",2010,21,4,17,13,"SANTRA",1
1003,"STY982",2011,19,0,19,13,"SANTRA",1
1004,"STY983",2011,21,4,17,13,"SANTRA",1
1006,"STY997",2011,19,0,19,13,"SANTRA",1
1008,"TDZ549",2013,35,14,21,13,"SANTRA",1
1009,"TDZ723",2012,19,0,19,13,"SANTRA",1
1010,"TDZ813",2013,24,5,19,13,"SANTRA",1
1011,"TDZ814",2013,26,8,18,13,"SANTRA",1
1012,"TDZ995",2013,26,8,18,13,"SANTRA",1
1013,"TEK003",2012,19,0,19,13,"SANTRA",1
1014,"TEK503",2012,25,5,20,13,"SANTRA",1
1015,"TEK716",2013,21,4,17,13,"SANTRA",1
1016,"TEK717",2013,21,4,17,13,"SANTRA",1
1017,"TEO086",2013,19,0,19,13,"SANTRA",1
1019,"TEO381",2013,19,0,19,13,"SANTRA",1
1020,"TEO382",2013,30,9,21,13,"SANTRA",1
1046,"TIZ771",1998,19,0,19,13,"SANTRA",1
1052,"TLB080",2010,19,0,19,13,"SANTRA",1
1122,"TMH086",1998,24,5,19,13,"SANTRA",1
1124,"TMH404",2000,26,8,18,13,"SANTRA",1
1125,"TMH416",2000,26,8,18,13,"SANTRA",1
1126,"TMH487",2001,29,9,20,13,"SANTRA",1
1129,"TMH664",2003,19,0,19,13,"SANTRA",1
1130,"TMH687",2002,19,0,19,13,"SANTRA",1
1132,"TMI171",2003,19,0,19,13,"SANTRA",1
1133,"TMI172",2004,27,8,19,13,"SANTRA",1
1134,"TMI210",2004,19,0,19,13,"SANTRA",1
1135,"TMI234",2004,19,0,19,13,"SANTRA",1
1136,"TMI315",2004,19,0,19,13,"SANTRA",1
1138,"TMI340",2004,19,0,19,13,"SANTRA",1
1139,"TMI346",2004,19,0,19,13,"SANTRA",1
1141,"TMI391",2004,19,0,19,13,"SANTRA",1
1142,"TMI392",2001,19,0,19,13,"SANTRA",1
1143,"TMI401",2004,19,0,19,13,"SANTRA",1
1144,"TMI439",2005,19,0,19,13,"SANTRA",1
1145,"TMI494",2005,19,0,19,13,"SANTRA",1
1146,"TMI495",2005,19,0,19,13,"SANTRA",1
1147,"TMI498",2005,19,0,19,13,"SANTRA",1
1148,"TMI505",2005,19,0,19,13,"SANTRA",1
1149,"TMI506",2005,19,0,19,13,"SANTRA",1
1150,"TMI513",2005,19,0,19,13,"SANTRA",1
1151,"TMI514",2005,19,0,19,13,"SANTRA",1
1152,"TMI580",2005,19,0,19,13,"SANTRA",1
1153,"TMI856",2006,19,0,19,13,"SANTRA",1
1154,"TMU424",2006,19,0,19,13,"SANTRA",1
1155,"TMU425",2006,28,8,20,13,"SANTRA",1
1157,"TMU962",2007,19,0,19,13,"SANTRA",1
1158,"TMV111",2007,19,0,19,13,"SANTRA",1
1159,"TMV287",2007,19,0,19,13,"SANTRA",1
1160,"TMV695",2007,19,0,19,13,"SANTRA",1
1161,"TMV800",2007,25,5,20,13,"SANTRA",1
1162,"TMV801",2007,25,5,20,13,"SANTRA",1
1163,"TMV981",2007,19,0,19,13,"SANTRA",1
1164,"TMW402",2008,19,0,19,13,"SANTRA",1
1165,"TMW414",2007,19,0,19,13,"SANTRA",1
1166,"TMX136",2008,25,5,20,13,"SANTRA",1
1167,"TMX515",2008,22,4,18,13,"SANTRA",1
1168,"TMX644",2008,19,0,19,13,"SANTRA",1
1169,"TMX973",2008,26,8,18,13,"SANTRA",1
1170,"TMX974",2008,26,8,18,13,"SANTRA",1
1171,"TMX975",2008,26,8,18,13,"SANTRA",1
1172,"TMX995",2008,19,0,19,13,"SANTRA",1
1173,"TMY234",2008,26,8,18,13,"SANTRA",1
1174,"TMY408",2008,28,8,20,13,"SANTRA",1
1175,"TMY409",2008,22,4,18,13,"SANTRA",1
1176,"TMZ034",2008,19,0,19,13,"SANTRA",1
1177,"TMZ149",2009,19,0,19,13,"SANTRA",1
1178,"TMZ378",2009,19,0,19,13,"SANTRA",1
1179,"TMZ418",2008,26,8,18,13,"SANTRA",1
1180,"TMZ513",2009,26,8,18,13,"SANTRA",1
1181,"TMZ694",2009,26,8,18,13,"SANTRA",1
1182,"TMZ695",2009,22,4,18,13,"SANTRA",1
1183,"TMZ696",2009,22,4,18,13,"SANTRA",1
1184,"TMZ784",2009,19,0,19,13,"SANTRA",1
1185,"TMZ872",2009,22,4,18,13,"SANTRA",1
1186,"TMZ970",2009,26,8,18,13,"SANTRA",1
1187,"TMZ971",2009,26,8,18,13,"SANTRA",1
1197,"TNG431",2009,19,0,19,13,"SANTRA",1
1198,"TNG505",2009,26,8,18,13,"SANTRA",1
1199,"TNG507",2009,22,4,18,13,"SANTRA",1
1200,"TNG596",2009,22,4,18,13,"SANTRA",1
1201,"TNG639",2010,26,8,18,13,"SANTRA",1
1202,"TNG640",2010,26,8,18,13,"SANTRA",1
1203,"TNG711",2008,26,8,18,13,"SANTRA",1
1204,"TNG741",2009,26,8,18,13,"SANTRA",1
1205,"TNG811",2009,22,4,18,13,"SANTRA",1
1206,"TNG838",2009,19,0,19,13,"SANTRA",1
1207,"TNG902",2010,26,8,18,13,"SANTRA",1
1208,"TNG954",2010,26,8,18,13,"SANTRA",1
1209,"TNH051",2010,19,0,19,13,"SANTRA",1
1210,"TNH068",2010,22,4,18,13,"SANTRA",1
1211,"TNH087",2010,19,0,19,13,"SANTRA",1
1212,"TNH092",2010,22,4,18,13,"SANTRA",1
1214,"TNH260",2008,22,4,18,13,"SANTRA",1
1215,"TNH261",2010,26,8,18,13,"SANTRA",1
1216,"TNH283",2010,26,8,18,13,"SANTRA",1
1217,"TNH299",2010,19,0,19,13,"SANTRA",1
1218,"TNH306",2010,22,4,18,13,"SANTRA",1
1219,"TNH347",2010,19,0,19,13,"SANTRA",1
1220,"TNH350",2010,19,0,19,13,"SANTRA",1
1221,"TNH403",2010,19,0,19,13,"SANTRA",1
1222,"TNH447",2010,26,8,18,13,"SANTRA",1
1223,"TNH462",2010,26,8,18,13,"SANTRA",1
1225,"TOQ102",2012,21,4,17,13,"SANTRA",1
1227,"TPL318",2000,30,9,21,13,"SANTRA",1
1228,"TPL415",2000,30,9,21,13,"SANTRA",1
1229,"TPL500",2000,29,9,20,13,"SANTRA",1
1230,"TPL950",2001,28,8,20,13,"SANTRA",1
1231,"TPM231",2001,29,9,20,13,"SANTRA",1
1233,"TPM812",2002,28,8,20,13,"SANTRA",1
1235,"TPO005",2003,19,0,19,13,"SANTRA",1
1237,"TPP202",2004,19,0,19,13,"SANTRA",1
1238,"TPP208",2004,22,4,18,13,"SANTRA",1
1239,"TPQ083",2004,19,0,19,13,"SANTRA",1
1240,"TPQ110",2004,19,0,19,13,"SANTRA",1
1241,"TPQ601",2004,21,4,17,13,"SANTRA",1
1242,"TPR130",2004,21,4,17,13,"SANTRA",1
1243,"TPR932",2005,19,0,19,13,"SANTRA",1
1248,"TRD370",2002,29,9,20,13,"SANTRA",1
1249,"TRD380",2002,29,9,20,13,"SANTRA",1
1250,"TRD524",2002,29,9,20,13,"SANTRA",1
1251,"TSE195",2007,25,5,20,13,"SANTRA",1
1252,"TSF503",2008,30,9,21,13,"SANTRA",1
1255,"WCN750",2014,19,0,19,13,"SANTRA",1
1256,"WCN751",2014,19,0,19,13,"SANTRA",1
1257,"WCN893",2014,21,4,17,13,"SANTRA",1
1258,"WCO052",2014,19,0,19,13,"SANTRA",1
1259,"WCO091",2014,19,0,19,13,"SANTRA",1
1260,"WCO207",2013,24,5,19,13,"SANTRA",1
1262,"WCP464",2014,35,14,21,13,"SANTRA",1
1263,"WCP522",2015,19,0,19,13,"SANTRA",1
1264,"WCP926",2015,19,0,19,13,"SANTRA",1
1265,"WCQ303",2013,30,9,21,13,"SANTRA",1
1266,"WCQ453",2016,19,0,19,13,"SANTRA",1
1267,"WCQ568",2013,30,9,21,13,"SANTRA",1
1268,"WCQ569",2013,30,9,21,13,"SANTRA",1
1269,"WLW649",2016,19,0,19,13,"SANTRA",1
1270,"WLY250",2017,30,9,21,13,"SANTRA",1
1271,"WLY276",2017,27,8,19,13,"SANTRA",1
1272,"WLY883",2018,32,13,19,13,"SANTRA",1
1273,"WLZ033",2018,30,9,21,13,"SANTRA",1
1277,"STA809",2010,19,0,19,12,"TAXIGER",1
1278,"TKH466",2004,19,0,19,12,"TAXIGER",1
1280,"TKH503",2005,19,0,19,12,"TAXIGER",1
1281,"TKH504",2005,19,0,19,12,"TAXIGER",1
1282,"TKH534",2005,19,0,19,12,"TAXIGER",1
1283,"TKH545",2005,19,0,19,12,"TAXIGER",1
1284,"TKH557",2006,19,0,19,12,"TAXIGER",1
1285,"TKH582",2006,19,0,19,12,"TAXIGER",1
1286,"TKH592",2006,19,0,19,12,"TAXIGER",1
1287,"TKH593",2006,19,0,19,12,"TAXIGER",1
1288,"TKH597",2006,19,0,19,12,"TAXIGER",1
1289,"TKH702",2006,19,0,19,12,"TAXIGER",1
1290,"TKH739",2006,19,0,19,12,"TAXIGER",1
1292,"TKI138",2008,19,0,19,12,"TAXIGER",1
1293,"TKI188",2007,19,0,19,12,"TAXIGER",1
1294,"TKI212",2008,19,0,19,12,"TAXIGER",1
1295,"TPQ291",2004,19,0,19,12,"TAXIGER",1
1296,"TPR093",2002,19,0,19,12,"TAXIGER",1
1297,"TPX874",2007,19,0,19,12,"TAXIGER",1
1298,"TPZ576",2008,19,0,19,12,"TAXIGER",1
1299,"TPZ577",2008,19,0,19,12,"TAXIGER",1
1300,"TPZ827",2007,19,0,19,12,"TAXIGER",1
1301,"TRD941",2004,19,0,19,12,"TAXIGER",1
1302,"TRF693",2009,19,0,19,12,"TAXIGER",1
1303,"TSF241",2008,19,0,19,12,"TAXIGER",1
1304,"SKR168",2005,19,0,19,7,"TEMSA",1
1,"EQN946",2017,23,5,18,2,"HATOVIEJO",1
2,"EQO059",2017,23,5,18,2,"HATOVIEJO",1
3,"EQO060",2017,23,5,18,2,"HATOVIEJO",1
29,"TRE402",2006,32,13,19,2,"HATOVIEJO",1
36,"TRE453",2006,30,9,21,2,"HATOVIEJO",1
38,"TRE457",2006,30,9,21,2,"HATOVIEJO",1
40,"TRE462",2006,30,9,21,2,"HATOVIEJO",1
43,"TRE481",2006,30,9,21,2,"HATOVIEJO",1
44,"TRE493",2006,30,9,21,2,"HATOVIEJO",1
45,"TRE494",2006,30,9,21,2,"HATOVIEJO",1
56,"TRE580",2006,30,9,21,2,"HATOVIEJO",1
57,"TRE598",2006,31,12,19,2,"HATOVIEJO",1
65,"TRE799",2007,31,12,19,2,"HATOVIEJO",1
66,"TRE800",2007,28,8,20,2,"HATOVIEJO",1
67,"TRE864",2007,32,13,19,2,"HATOVIEJO",1
68,"TRE870",2007,31,12,19,2,"HATOVIEJO",1
70,"TRE945",2007,29,9,20,2,"HATOVIEJO",1
71,"TRE970",2007,29,9,20,2,"HATOVIEJO",1
73,"TRF001",2007,29,9,20,2,"HATOVIEJO",1
76,"TRF089",2008,29,9,20,2,"HATOVIEJO",1
77,"TRF104",2008,32,13,19,2,"HATOVIEJO",1
78,"TRF117",2008,31,12,19,2,"HATOVIEJO",1
79,"TRF389",2008,29,9,20,2,"HATOVIEJO",1
80,"TRF402",2007,33,13,20,2,"HATOVIEJO",1
81,"TRF406",2008,31,12,19,2,"HATOVIEJO",1
82,"TRF415",2008,29,9,20,2,"HATOVIEJO",1
85,"TRF469",2008,29,9,20,2,"HATOVIEJO",1
89,"TRF575",2009,31,12,19,2,"HATOVIEJO",1
90,"TRF593",2009,31,12,19,2,"HATOVIEJO",1
91,"TRF607",2009,31,12,19,2,"HATOVIEJO",1
92,"TRF622",2009,29,9,20,2,"HATOVIEJO",1
93,"TRF626",2009,31,12,19,2,"HATOVIEJO",1
95,"TRF731",2009,31,12,19,2,"HATOVIEJO",1
96,"TRF804",2009,32,13,19,2,"HATOVIEJO",1
97,"TRF994",2009,29,9,20,2,"HATOVIEJO",1
98,"TRG061",2009,31,12,19,2,"HATOVIEJO",1
100,"TRG474",2010,31,12,19,2,"HATOVIEJO",1
101,"TRG510",2010,21,4,17,2,"HATOVIEJO",1
102,"TRG520",2010,31,12,19,2,"HATOVIEJO",1
105,"TRG672",2010,31,12,19,2,"HATOVIEJO",1
107,"TRH073",2010,30,9,21,2,"HATOVIEJO",1
108,"TRH077",2010,31,12,19,2,"HATOVIEJO",1
111,"TRH227",2011,31,12,19,2,"HATOVIEJO",1
119,"TRH756",2011,31,12,19,2,"HATOVIEJO",1
121,"TRH793",2011,31,12,19,2,"HATOVIEJO",1
128,"TRM077",2014,22,4,18,2,"HATOVIEJO",1
129,"TRM111",2015,22,4,18,2,"HATOVIEJO",1
130,"TRM177",2015,22,4,18,2,"HATOVIEJO",1
131,"TRM275",2015,22,4,18,2,"HATOVIEJO",1
132,"TRM276",2015,22,4,18,2,"HATOVIEJO",1
133,"TRM277",2014,22,4,18,2,"HATOVIEJO",1
134,"TRM299",2015,22,4,18,2,"HATOVIEJO",1
135,"TRM336",2015,22,4,18,2,"HATOVIEJO",1
136,"TRM337",2015,22,4,18,2,"HATOVIEJO",1
137,"TRM341",2015,22,4,18,2,"HATOVIEJO",1
138,"TRM393",2015,22,4,18,2,"HATOVIEJO",1
139,"TRM429",2015,22,4,18,2,"HATOVIEJO",1
140,"TRM508",2015,22,4,18,2,"HATOVIEJO",1
141,"TRM512",2015,22,4,18,2,"HATOVIEJO",1
142,"TRM514",2015,22,4,18,2,"HATOVIEJO",1
143,"TRM522",2015,22,4,18,2,"HATOVIEJO",1
144,"TRM523",2015,22,4,18,2,"HATOVIEJO",1
145,"TRM527",2015,22,4,18,2,"HATOVIEJO",1
146,"TRM528",2015,22,4,18,2,"HATOVIEJO",1
147,"TRM557",2015,22,4,18,2,"HATOVIEJO",1
148,"TRM558",2015,22,4,18,2,"HATOVIEJO",1
149,"TRM662",2015,22,4,18,2,"HATOVIEJO",1
150,"TRM663",2015,22,4,18,2,"HATOVIEJO",1
151,"TRM753",2015,22,4,18,2,"HATOVIEJO",1
152,"TRM875",2015,22,4,18,2,"HATOVIEJO",1
153,"TRM876",2015,22,4,18,2,"HATOVIEJO",1
154,"TRM877",2015,22,4,18,2,"HATOVIEJO",1
155,"TRM892",2015,22,4,18,2,"HATOVIEJO",1
156,"TRM915",2015,22,4,18,2,"HATOVIEJO",1
157,"TRM916",2015,22,4,18,2,"HATOVIEJO",1
158,"TRM917",2015,22,4,18,2,"HATOVIEJO",1
159,"TRM919",2015,22,4,18,2,"HATOVIEJO",1
160,"TRM921",2015,22,4,18,2,"HATOVIEJO",1
161,"TRM933",2015,22,4,18,2,"HATOVIEJO",1
162,"TRM942",2015,22,4,18,2,"HATOVIEJO",1
163,"TRM943",2015,22,4,18,2,"HATOVIEJO",1
164,"TRM946",2015,22,4,18,2,"HATOVIEJO",1
165,"TRM948",2015,22,4,18,2,"HATOVIEJO",1
166,"TRM952",2015,22,4,18,2,"HATOVIEJO",1
167,"TRM964",2015,22,4,18,2,"HATOVIEJO",1
168,"TRM966",2015,22,4,18,2,"HATOVIEJO",1
169,"TRM970",2015,22,4,18,2,"HATOVIEJO",1
170,"TRM974",2015,22,4,18,2,"HATOVIEJO",1
171,"TRM975",2015,22,4,18,2,"HATOVIEJO",1
172,"TRM982",2015,22,4,18,2,"HATOVIEJO",1
173,"TRM983",2015,22,4,18,2,"HATOVIEJO",1
174,"TRM993",2015,22,4,18,2,"HATOVIEJO",1
175,"TRN160",2015,22,4,18,2,"HATOVIEJO",1
176,"TRN162",2015,22,4,18,2,"HATOVIEJO",1
177,"TRN163",2015,22,4,18,2,"HATOVIEJO",1
178,"TRN169",2015,22,4,18,2,"HATOVIEJO",1
179,"TRN172",2015,22,4,18,2,"HATOVIEJO",1
180,"TRN196",2015,22,4,18,2,"HATOVIEJO",1
181,"TRN211",2015,22,4,18,2,"HATOVIEJO",1
182,"TRN233",2015,22,4,18,2,"HATOVIEJO",1
183,"TRN234",2015,22,4,18,2,"HATOVIEJO",1
184,"TRN247",2015,22,4,18,2,"HATOVIEJO",1
185,"TRN249",2015,22,4,18,2,"HATOVIEJO",1
186,"TRN250",2015,22,4,18,2,"HATOVIEJO",1
187,"TRN251",2015,22,4,18,2,"HATOVIEJO",1
188,"TRN256",2015,22,4,18,2,"HATOVIEJO",1
189,"TRN259",2015,22,4,18,2,"HATOVIEJO",1
190,"TRN278",2015,22,4,18,2,"HATOVIEJO",1
191,"TRN333",2015,22,4,18,2,"HATOVIEJO",1
192,"TRN335",2015,22,4,18,2,"HATOVIEJO",1
193,"TRN346",2015,22,4,18,2,"HATOVIEJO",1
194,"TRN347",2015,22,4,18,2,"HATOVIEJO",1
195,"TRN348",2015,22,4,18,2,"HATOVIEJO",1
196,"TRN350",2015,22,4,18,2,"HATOVIEJO",1
197,"TRN355",2015,22,4,18,2,"HATOVIEJO",1
198,"TRN395",2016,22,4,18,2,"HATOVIEJO",1
199,"TRN420",2015,22,4,18,2,"HATOVIEJO",1
200,"TRN422",2015,22,4,18,2,"HATOVIEJO",1
201,"TRN423",2015,22,4,18,2,"HATOVIEJO",1
202,"TRN431",2015,22,4,18,2,"HATOVIEJO",1
203,"TRN444",2016,22,4,18,2,"HATOVIEJO",1
204,"TRN477",2016,22,4,18,2,"HATOVIEJO",1
205,"TRN478",2016,22,4,18,2,"HATOVIEJO",1
206,"TRN488",2016,22,4,18,2,"HATOVIEJO",1
207,"TRN489",2015,22,4,18,2,"HATOVIEJO",1
208,"TRN490",2015,22,4,18,2,"HATOVIEJO",1
209,"TRN547",2016,22,4,18,2,"HATOVIEJO",1
